source,target,relationship
dynamic_vector_r8.F90,=,contains
=,"∑[i=0,Gsize-1] DA_i = Nactual",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"∑[i=0,Gsize-1] DA_i = Nactual",hasVariable
h5_rdwt.f90,1,contains
1,"∑[j=0,Gsize-1] DB_j = Nactual",hasVariable
scops.f90,j,contains
j,"∑[j=0,Gsize-1] DB_j = Nactual",hasVariable
FatesConstantsMod.F90,0,contains
0,"∑[j=0,Gsize-1] DB_j = Nactual",hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,"∑[j=0,Gsize-1] DB_j = Nactual",hasVariable
mod_oasis_parameters.F90,-1,contains
-1,"∑[j=0,Gsize-1] DB_j = Nactual",hasVariable
variances.F90,,contains
,"∑[j=0,Gsize-1] DB_j = Nactual",hasVariable
dynamic_vector_r8.F90,=,contains
=,"∑[j=0,Gsize-1] DB_j = Nactual",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"∑[j=0,Gsize-1] DB_j = Nactual",hasVariable
f90tst_vars_vlen.f90,i,contains
i,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
h5_rdwt.f90,1,contains
1,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
h5_rdwt.f90,2,contains
2,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
FatesConstantsMod.F90,0,contains
0,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
mod_oasis_parameters.F90,-1,contains
-1,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
variances.F90,,contains
,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
dynamic_vector_r8.F90,=,contains
=,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"∑[i=0,Gsize-1] (X_dim/2) * i + X_dim = Nactual",hasVariable
f90tst_vars_vlen.f90,i,contains
i,∑[i=1 to Gsize] (Y_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
h5_rdwt.f90,1,contains
1,∑[i=1 to Gsize] (Y_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
GeoChemAlgorithmMod.F90,to,contains
to,∑[i=1 to Gsize] (Y_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
variances.F90,,contains
,∑[i=1 to Gsize] (Y_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
dynamic_vector_r8.F90,=,contains
=,∑[i=1 to Gsize] (Y_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,∑[i=1 to Gsize] (Y_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
parpatterntest.F90,Remainder,contains
Remainder,∑[i=1 to Gsize] (Y_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
f90tst_vars_vlen.f90,i,contains
i,∑[i=1 to Gsize] (Z_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
h5_rdwt.f90,1,contains
1,∑[i=1 to Gsize] (Z_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
GeoChemAlgorithmMod.F90,to,contains
to,∑[i=1 to Gsize] (Z_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
variances.F90,,contains
,∑[i=1 to Gsize] (Z_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
dynamic_vector_r8.F90,=,contains
=,∑[i=1 to Gsize] (Z_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,∑[i=1 to Gsize] (Z_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
parpatterntest.F90,Remainder,contains
Remainder,∑[i=1 to Gsize] (Z_dim/Gsize)*i + [delta(i>Remainder)] = Nactual,hasVariable
prim_derived_type_mod.F90,I,contains
I,`DistA(I) = BlockLen / 2`,hasVariable
h5_rdwt.f90,2,contains
2,`DistA(I) = BlockLen / 2`,hasVariable
variances.F90,,contains
,`DistA(I) = BlockLen / 2`,hasVariable
scops.F90,J,contains
J,`DistB(J) = BlockLen / 2`,hasVariable
h5_rdwt.f90,2,contains
2,`DistB(J) = BlockLen / 2`,hasVariable
variances.F90,,contains
,`DistB(J) = BlockLen / 2`,hasVariable
h5_rdwt.f90,1,contains
1,`Ierror = Ierror + 1`,hasVariable
variances.F90,,contains
,`Ierror = Ierror + 1`,hasVariable
prim_derived_type_mod.F90,I,contains
I,`RlocalA(I) = Rglobal(I)`,hasVariable
variances.F90,,contains
,`RlocalA(I) = Rglobal(I)`,hasVariable
variances.F90,,contains
,`Rtmp = Rglobal - R2dtmp`,hasVariable
h5_rdwt.f90,1,contains
1,`R3dTmp = R3dGlobal + 1.0_r8`,hasVariable
benergy.F90,1.0_r8,contains
1.0_r8,`R3dTmp = R3dGlobal + 1.0_r8`,hasVariable
variances.F90,,contains
,`R3dTmp = R3dGlobal + 1.0_r8`,hasVariable
variances.F90,,contains
,`BlockLen = Nactual / Gsize`,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,`BlockLen = Nactual / Gsize`,hasVariable
prim_derived_type_mod.F90,I,contains
I,`DistA(I) = BlockLen / 2`,hasVariable
h5_rdwt.f90,2,contains
2,`DistA(I) = BlockLen / 2`,hasVariable
variances.F90,,contains
,`DistA(I) = BlockLen / 2`,hasVariable
scops.F90,J,contains
J,`DistB(J) = BlockLen / 2`,hasVariable
h5_rdwt.f90,2,contains
2,`DistB(J) = BlockLen / 2`,hasVariable
variances.F90,,contains
,`DistB(J) = BlockLen / 2`,hasVariable
h5_rdwt.f90,1,contains
1,`Xdist(1) = XDim`,hasVariable
variances.F90,,contains
,`Xdist(1) = XDim`,hasVariable
h5_rdwt.f90,1,contains
1,`Ydist(1) = YDim`,hasVariable
variances.F90,,contains
,`Ydist(1) = YDim`,hasVariable
h5_rdwt.f90,1,contains
1,`Zdist(1) = Zdim`,hasVariable
variances.F90,,contains
,`Zdist(1) = Zdim`,hasVariable
prim_derived_type_mod.F90,I,contains
I,$G = \sum_{I=1}^{Gsize-1} DistA(I) + DistA(Gsize)$,hasVariable
rrtmg_sw_reftra.f90,G,contains
G,$G = \sum_{I=1}^{Gsize-1} DistA(I) + DistA(Gsize)$,hasVariable
h5_rdwt.f90,1,contains
1,$G = \sum_{I=1}^{Gsize-1} DistA(I) + DistA(Gsize)$,hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,$G = \sum_{I=1}^{Gsize-1} DistA(I) + DistA(Gsize)$,hasVariable
mod_oasis_parameters.F90,-1,contains
-1,$G = \sum_{I=1}^{Gsize-1} DistA(I) + DistA(Gsize)$,hasVariable
variances.F90,,contains
,$G = \sum_{I=1}^{Gsize-1} DistA(I) + DistA(Gsize)$,hasVariable
dynamic_vector_r8.F90,=,contains
=,$G = \sum_{I=1}^{Gsize-1} DistA(I) + DistA(Gsize)$,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,$G = \sum_{I=1}^{Gsize-1} DistA(I) + DistA(Gsize)$,hasVariable
prim_derived_type_mod.F90,I,contains
I,"$DistB(I) = DistA(Gsize-I+1), \quad I = 1, Gsize$",hasVariable
h5_rdwt.f90,1,contains
1,"$DistB(I) = DistA(Gsize-I+1), \quad I = 1, Gsize$",hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,"$DistB(I) = DistA(Gsize-I+1), \quad I = 1, Gsize$",hasVariable
variances.F90,,contains
,"$DistB(I) = DistA(Gsize-I+1), \quad I = 1, Gsize$",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"$DistB(I) = DistA(Gsize-I+1), \quad I = 1, Gsize$",hasVariable
prim_derived_type_mod.F90,I,contains
I,"$\text{BlockLen} = Nactual, \quad \text{Remainder} = Nactual - \sum_{I=1}^{Gsize-1} DistA(I)$",hasVariable
h5_rdwt.f90,1,contains
1,"$\text{BlockLen} = Nactual, \quad \text{Remainder} = Nactual - \sum_{I=1}^{Gsize-1} DistA(I)$",hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,"$\text{BlockLen} = Nactual, \quad \text{Remainder} = Nactual - \sum_{I=1}^{Gsize-1} DistA(I)$",hasVariable
mod_oasis_parameters.F90,-1,contains
-1,"$\text{BlockLen} = Nactual, \quad \text{Remainder} = Nactual - \sum_{I=1}^{Gsize-1} DistA(I)$",hasVariable
variances.F90,,contains
,"$\text{BlockLen} = Nactual, \quad \text{Remainder} = Nactual - \sum_{I=1}^{Gsize-1} DistA(I)$",hasVariable
dynamic_vector_r8.F90,=,contains
=,"$\text{BlockLen} = Nactual, \quad \text{Remainder} = Nactual - \sum_{I=1}^{Gsize-1} DistA(I)$",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"$\text{BlockLen} = Nactual, \quad \text{Remainder} = Nactual - \sum_{I=1}^{Gsize-1} DistA(I)$",hasVariable
parpatterntest.F90,Remainder,contains
Remainder,"$\text{BlockLen} = Nactual, \quad \text{Remainder} = Nactual - \sum_{I=1}^{Gsize-1} DistA(I)$",hasVariable
prim_derived_type_mod.F90,I,contains
I,"$DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1$",hasVariable
h5_rdwt.f90,1,contains
1,"$DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1$",hasVariable
rrlw_kg06.f90,frac,contains
frac,"$DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1$",hasVariable
h5_rdwt.f90,2,contains
2,"$DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1$",hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,"$DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1$",hasVariable
mod_oasis_parameters.F90,-1,contains
-1,"$DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1$",hasVariable
variances.F90,,contains
,"$DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1$",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"$DistA(I) = \lfloor\frac{\text{BlockLen}}{2}\rfloor, \quad I = 1, Gsize-1$",hasVariable
prim_derived_type_mod.F90,I,contains
I,"$\text{BlockLen} = \text{BlockLen} - DistA(I), \quad I = 1, Gsize-1$",hasVariable
h5_rdwt.f90,1,contains
1,"$\text{BlockLen} = \text{BlockLen} - DistA(I), \quad I = 1, Gsize-1$",hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,"$\text{BlockLen} = \text{BlockLen} - DistA(I), \quad I = 1, Gsize-1$",hasVariable
mod_oasis_parameters.F90,-1,contains
-1,"$\text{BlockLen} = \text{BlockLen} - DistA(I), \quad I = 1, Gsize-1$",hasVariable
variances.F90,,contains
,"$\text{BlockLen} = \text{BlockLen} - DistA(I), \quad I = 1, Gsize-1$",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"$\text{BlockLen} = \text{BlockLen} - DistA(I), \quad I = 1, Gsize-1$",hasVariable
variances.F90,,contains
,$DistA(Gsize) = \text{Remainder}$,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,$DistA(Gsize) = \text{Remainder}$,hasVariable
parpatterntest.F90,Remainder,contains
Remainder,$DistA(Gsize) = \text{Remainder}$,hasVariable
parpatterntest.F90,30,contains
30,"$\text{XDim} = 288, \quad \text{YDim} = 181, \quad \text{ZDim} = 30$",hasVariable
variances.F90,,contains
,"$\text{XDim} = 288, \quad \text{YDim} = 181, \quad \text{ZDim} = 30$",hasVariable
rrlw_kg06.f90,frac,contains
frac,"$\text{BlockLen} = \frac{\text{ZDim}}{\text{Gsize}}, \quad \text{Remainder} = \text{MOD}\left(\text{ZDim}, \text{Gsize}\right)$",hasVariable
variances.F90,,contains
,"$\text{BlockLen} = \frac{\text{ZDim}}{\text{Gsize}}, \quad \text{Remainder} = \text{MOD}\left(\text{ZDim}, \text{Gsize}\right)$",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"$\text{BlockLen} = \frac{\text{ZDim}}{\text{Gsize}}, \quad \text{Remainder} = \text{MOD}\left(\text{ZDim}, \text{Gsize}\right)$",hasVariable
parpatterntest.F90,Remainder,contains
Remainder,"$\text{BlockLen} = \frac{\text{ZDim}}{\text{Gsize}}, \quad \text{Remainder} = \text{MOD}\left(\text{ZDim}, \text{Gsize}\right)$",hasVariable
inferred_file,MOD,contains
MOD,"$\text{BlockLen} = \frac{\text{ZDim}}{\text{Gsize}}, \quad \text{Remainder} = \text{MOD}\left(\text{ZDim}, \text{Gsize}\right)$",hasConstant
h5_rdwt.f90,1,contains
1,"$DistA(1:\text{Remainder}) = \lfloor\frac{\text{BlockLen}}{\text{Remainder}}\rfloor+1, \quad DistA(\text{Remainder}+1:\text{Gsize}) = \text{BlockLen}$",hasVariable
rrlw_kg06.f90,frac,contains
frac,"$DistA(1:\text{Remainder}) = \lfloor\frac{\text{BlockLen}}{\text{Remainder}}\rfloor+1, \quad DistA(\text{Remainder}+1:\text{Gsize}) = \text{BlockLen}$",hasVariable
variances.F90,,contains
,"$DistA(1:\text{Remainder}) = \lfloor\frac{\text{BlockLen}}{\text{Remainder}}\rfloor+1, \quad DistA(\text{Remainder}+1:\text{Gsize}) = \text{BlockLen}$",hasVariable
redistributemodule.F90,Gsize,contains
Gsize,"$DistA(1:\text{Remainder}) = \lfloor\frac{\text{BlockLen}}{\text{Remainder}}\rfloor+1, \quad DistA(\text{Remainder}+1:\text{Gsize}) = \text{BlockLen}$",hasVariable
parpatterntest.F90,Remainder,contains
Remainder,"$DistA(1:\text{Remainder}) = \lfloor\frac{\text{BlockLen}}{\text{Remainder}}\rfloor+1, \quad DistA(\text{Remainder}+1:\text{Gsize}) = \text{BlockLen}$",hasVariable
h5_rdwt.f90,1,contains
1,"$\text{XDist}(1) = \text{XDim}, \quad \text{YDist}(1) = \text{YDim}, \quad \text{ZDist}(1) = \text{ZDim}$",hasVariable
variances.F90,,contains
,"$\text{XDist}(1) = \text{XDim}, \quad \text{YDist}(1) = \text{YDim}, \quad \text{ZDist}(1) = \text{ZDim}$",hasVariable
tracers.F90,N,contains
N,$BlockLen = \frac{N}{G}$,hasVariable
rrtmg_sw_reftra.f90,G,contains
G,$BlockLen = \frac{N}{G}$,hasVariable
rrlw_kg06.f90,frac,contains
frac,$BlockLen = \frac{N}{G}$,hasVariable
variances.F90,,contains
,$BlockLen = \frac{N}{G}$,hasVariable
prim_derived_type_mod.F90,I,contains
I,$DistA(I) = BlockLen / 2$,hasVariable
h5_rdwt.f90,2,contains
2,$DistA(I) = BlockLen / 2$,hasVariable
variances.F90,,contains
,$DistA(I) = BlockLen / 2$,hasVariable
h5_rdwt.f90,1,contains
1,$DistA(GID + 1) = BlockLen$,hasVariable
variances.F90,,contains
,$DistA(GID + 1) = BlockLen$,hasVariable
print_version.F90,GID,contains
GID,$DistA(GID + 1) = BlockLen$,hasVariable
tracers.F90,N,contains
N,$Sum(DistA) = N$,hasVariable
nmmatrix.F90,Sum,contains
Sum,$Sum(DistA) = N$,hasVariable
variances.F90,,contains
,$Sum(DistA) = N$,hasVariable
prim_derived_type_mod.F90,I,contains
I,$DistB(I) = DistA(Gsize - I + 1)$,hasVariable
h5_rdwt.f90,1,contains
1,$DistB(I) = DistA(Gsize - I + 1)$,hasVariable
variances.F90,,contains
,$DistB(I) = DistA(Gsize - I + 1)$,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,$DistB(I) = DistA(Gsize - I + 1)$,hasVariable
FatesConstantsMod.F90,0,contains
0,$RlocalA = 0.0_r8$,hasVariable
benergy.F90,0.0_r8,contains
0.0_r8,$RlocalA = 0.0_r8$,hasVariable
variances.F90,,contains
,$RlocalA = 0.0_r8$,hasVariable
f90tst_vars_vlen.f90,i,contains
i,$ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual $,hasVariable
h5_rdwt.f90,1,contains
1,$ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual $,hasVariable
FatesConstantsMod.F90,0,contains
0,$ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual $,hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,$ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual $,hasVariable
mod_oasis_parameters.F90,-1,contains
-1,$ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual $,hasVariable
variances.F90,,contains
,$ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual $,hasVariable
dynamic_vector_r8.F90,=,contains
=,$ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual $,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,$ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual $,hasVariable
h5_rdwt.f90,1,contains
1,$ \sum_{j=0}^{Gsize-1} DistB(j) = Nactual $,hasVariable
scops.f90,j,contains
j,$ \sum_{j=0}^{Gsize-1} DistB(j) = Nactual $,hasVariable
FatesConstantsMod.F90,0,contains
0,$ \sum_{j=0}^{Gsize-1} DistB(j) = Nactual $,hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,$ \sum_{j=0}^{Gsize-1} DistB(j) = Nactual $,hasVariable
mod_oasis_parameters.F90,-1,contains
-1,$ \sum_{j=0}^{Gsize-1} DistB(j) = Nactual $,hasVariable
variances.F90,,contains
,$ \sum_{j=0}^{Gsize-1} DistB(j) = Nactual $,hasVariable
dynamic_vector_r8.F90,=,contains
=,$ \sum_{j=0}^{Gsize-1} DistB(j) = Nactual $,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,$ \sum_{j=0}^{Gsize-1} DistB(j) = Nactual $,hasVariable
f90tst_vars_vlen.f90,i,contains
i,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
h5_rdwt.f90,1,contains
1,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
h5_rdwt.f90,2,contains
2,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
FatesConstantsMod.F90,0,contains
0,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
mod_oasis_parameters.F90,-1,contains
-1,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
variances.F90,,contains
,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
dynamic_vector_r8.F90,=,contains
=,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,$ BlockLen + \sum_{i=0}^{Gsize-1} \lfloor DistA(i)/2 \rfloor = Nactual $,hasVariable
FatesConstantsMod.F90,0,contains
0,"$ RlocalA = ParScatter( CommGlobal, 0, Rglobal, DecompA )$",hasVariable
variances.F90,,contains
,"$ RlocalA = ParScatter( CommGlobal, 0, Rglobal, DecompA )$",hasVariable
variances.F90,,contains
,"$ RlocalB = RedistributePerform( InterAB, .TRUE., RlocalA, RlocalB )$",hasVariable
inferred_file,TRUE,contains
TRUE,"$ RlocalB = RedistributePerform( InterAB, .TRUE., RlocalA, RlocalB )$",hasConstant
FatesConstantsMod.F90,0,contains
0,$ RlocalA = 0.0_r8 $,hasVariable
benergy.F90,0.0_r8,contains
0.0_r8,$ RlocalA = 0.0_r8 $,hasVariable
variances.F90,,contains
,$ RlocalA = 0.0_r8 $,hasVariable
variances.F90,,contains
,"$ RlocalA = RedistributePerform( InterAB, .FALSE., RlocalB, RlocalA )$",hasVariable
inferred_file,FALSE,contains
FALSE,"$ RlocalA = RedistributePerform( InterAB, .FALSE., RlocalB, RlocalA )$",hasConstant
variances.F90,,contains
,$    Rtmp = Rtmp - Rglobal $,hasVariable
variances.F90,,contains
,"$      PRINT *,""RedistributeTest Failed: 1D Gathered ver. != Orig.""$",hasVariable
module_netcdf_f03.f90,ver,contains
ver,"$      PRINT *,""RedistributeTest Failed: 1D Gathered ver. != Orig.""$",hasVariable
inferred_file,PRINT,contains
PRINT,"$      PRINT *,""RedistributeTest Failed: 1D Gathered ver. != Orig.""$",hasConstant
variances.F90,,contains
,$      Passed = .FALSE.$,hasVariable
inferred_file,FALSE,contains
FALSE,$      Passed = .FALSE.$,hasConstant
mkdiagnosticsMod.F90,no,contains
no,"`Nactual = 331` (no equation, parameter declaration)",hasVariable
variances.F90,,contains
,"`Nactual = 331` (no equation, parameter declaration)",hasVariable
f90tst_var_szip.f90,parameter,contains
parameter,"`Nactual = 331` (no equation, parameter declaration)",hasVariable
h5_rdwt.f90,2,contains
2,"`BlockLen = Nactual / 2` (no direct equation, calculated in loop)",hasVariable
mkdiagnosticsMod.F90,no,contains
no,"`BlockLen = Nactual / 2` (no direct equation, calculated in loop)",hasVariable
variances.F90,,contains
,"`BlockLen = Nactual / 2` (no direct equation, calculated in loop)",hasVariable
mo_mean_mass.F90,in,contains
in,"`BlockLen = Nactual / 2` (no direct equation, calculated in loop)",hasVariable
prim_derived_type_mod.F90,I,contains
I,"`DistA(I) = BlockLen / 2` (no direct equation, calculated in loop)",hasVariable
h5_rdwt.f90,2,contains
2,"`DistA(I) = BlockLen / 2` (no direct equation, calculated in loop)",hasVariable
mkdiagnosticsMod.F90,no,contains
no,"`DistA(I) = BlockLen / 2` (no direct equation, calculated in loop)",hasVariable
variances.F90,,contains
,"`DistA(I) = BlockLen / 2` (no direct equation, calculated in loop)",hasVariable
mo_mean_mass.F90,in,contains
in,"`DistA(I) = BlockLen / 2` (no direct equation, calculated in loop)",hasVariable
w3cesmmd.f90,IF,contains
IF,`SUM(DistA) = Nactual` (Derived from the code: `IF ( SUM(DistA) .ne. Nactual ) THEN`),hasVariable
schedtype_mod.F90,ne,contains
ne,`SUM(DistA) = Nactual` (Derived from the code: `IF ( SUM(DistA) .ne. Nactual ) THEN`),hasVariable
interplandm.f90,code,contains
code,`SUM(DistA) = Nactual` (Derived from the code: `IF ( SUM(DistA) .ne. Nactual ) THEN`),hasVariable
variances.F90,,contains
,`SUM(DistA) = Nactual` (Derived from the code: `IF ( SUM(DistA) .ne. Nactual ) THEN`),hasVariable
par_xsum.F90,SUM,contains
SUM,`SUM(DistA) = Nactual` (Derived from the code: `IF ( SUM(DistA) .ne. Nactual ) THEN`),hasVariable
inferred_file,THEN,contains
THEN,`SUM(DistA) = Nactual` (Derived from the code: `IF ( SUM(DistA) .ne. Nactual ) THEN`),hasConstant
mkdiagnosticsMod.F90,no,contains
no,"`Rglobal = Rtmp` (no direct equation, assignment statement)",hasVariable
variances.F90,,contains
,"`Rglobal = Rtmp` (no direct equation, assignment statement)",hasVariable
FatesConstantsMod.F90,0,contains
0,"`RlocalA = 0.0_r8` (no equation, initialization statement)",hasVariable
mkdiagnosticsMod.F90,no,contains
no,"`RlocalA = 0.0_r8` (no equation, initialization statement)",hasVariable
benergy.F90,0.0_r8,contains
0.0_r8,"`RlocalA = 0.0_r8` (no equation, initialization statement)",hasVariable
variances.F90,,contains
,"`RlocalA = 0.0_r8` (no equation, initialization statement)",hasVariable
mkdiagnosticsMod.F90,no,contains
no,"`R2dGlobal = Rtmp` (no equation, assignment statement)",hasVariable
variances.F90,,contains
,"`R2dGlobal = Rtmp` (no equation, assignment statement)",hasVariable
mkdiagnosticsMod.F90,no,contains
no,"`R3dGlobal = Rtmp` (no equation, assignment statement)",hasVariable
variances.F90,,contains
,"`R3dGlobal = Rtmp` (no equation, assignment statement)",hasVariable
f90tst_vars_vlen.f90,i,contains
i,1D Redistribution: $\boxed{ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual }$,hasVariable
h5_rdwt.f90,1,contains
1,1D Redistribution: $\boxed{ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual }$,hasVariable
FatesConstantsMod.F90,0,contains
0,1D Redistribution: $\boxed{ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual }$,hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,1D Redistribution: $\boxed{ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual }$,hasVariable
mod_oasis_parameters.F90,-1,contains
-1,1D Redistribution: $\boxed{ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual }$,hasVariable
variances.F90,,contains
,1D Redistribution: $\boxed{ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual }$,hasVariable
dynamic_vector_r8.F90,=,contains
=,1D Redistribution: $\boxed{ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual }$,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,1D Redistribution: $\boxed{ \sum_{i=0}^{Gsize-1} DistA(i) = Nactual }$,hasVariable
f90tst_vars_vlen.f90,i,contains
i,Equation: $\sum_{i=0}^{Gsize-1} DistA(i) = Nactual$,hasVariable
h5_rdwt.f90,1,contains
1,Equation: $\sum_{i=0}^{Gsize-1} DistA(i) = Nactual$,hasVariable
FatesConstantsMod.F90,0,contains
0,Equation: $\sum_{i=0}^{Gsize-1} DistA(i) = Nactual$,hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,Equation: $\sum_{i=0}^{Gsize-1} DistA(i) = Nactual$,hasVariable
mod_oasis_parameters.F90,-1,contains
-1,Equation: $\sum_{i=0}^{Gsize-1} DistA(i) = Nactual$,hasVariable
variances.F90,,contains
,Equation: $\sum_{i=0}^{Gsize-1} DistA(i) = Nactual$,hasVariable
dynamic_vector_r8.F90,=,contains
=,Equation: $\sum_{i=0}^{Gsize-1} DistA(i) = Nactual$,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,Equation: $\sum_{i=0}^{Gsize-1} DistA(i) = Nactual$,hasVariable
h5_rdwt.f90,1,contains
1,2D Redistribution: $\boxed{ \sum_{j=0}^{Gsize-1} DistB(j) = Ydim }$,hasVariable
scops.f90,j,contains
j,2D Redistribution: $\boxed{ \sum_{j=0}^{Gsize-1} DistB(j) = Ydim }$,hasVariable
FatesConstantsMod.F90,0,contains
0,2D Redistribution: $\boxed{ \sum_{j=0}^{Gsize-1} DistB(j) = Ydim }$,hasVariable
SystemOfEquationsThermalAuxType.F90,-,contains
-,2D Redistribution: $\boxed{ \sum_{j=0}^{Gsize-1} DistB(j) = Ydim }$,hasVariable
mod_oasis_parameters.F90,-1,contains
-1,2D Redistribution: $\boxed{ \sum_{j=0}^{Gsize-1} DistB(j) = Ydim }$,hasVariable
variances.F90,,contains
,2D Redistribution: $\boxed{ \sum_{j=0}^{Gsize-1} DistB(j) = Ydim }$,hasVariable
dynamic_vector_r8.F90,=,contains
=,2D Redistribution: $\boxed{ \sum_{j=0}^{Gsize-1} DistB(j) = Ydim }$,hasVariable
redistributemodule.F90,Gsize,contains
Gsize,2D Redistribution: $\boxed{ \sum_{j=0}^{Gsize-1} DistB(j) = Ydim }$,hasVariable
h5_rdwt.f90,1,contains
1,Equation: $\sum_{j=0}^{Gsize-1} DistB(j) = Ydim$,hasVariable
scops.f90,j,contains
